id,level,name,type,parent_id,msfid
nom_663,3,COUU - Union coupling,Mandatory,CWAT - Water And Sanitation,LOG - C - CWAT - COUU
nom_664,3,COUV - Non-return valve,Mandatory,CWAT - Water And Sanitation,LOG - C - CWAT - COUV
nom_665,3,COUY - Y-coupling,Mandatory,CWAT - Water And Sanitation,LOG - C - CWAT - COUY
nom_666,3,COVG - Cover glass,Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - COVG
nom_667,3,CPCL - CETYLPIRIDINIUM CHLORIDE (CPC),Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - CPCL
nom_668,3,CRAB - Cranioclast Of Braun,Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - CRAB
nom_669,3,CRAB - Crowbar,Mandatory,PTOO - Tools,LOG - P - PTOO - CRAB
nom_670,3,CREB - Cresyl Blue Shining,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - CREB
nom_671,3,CRES - Sun cream,Mandatory,ALIF - Team Life,LOG - A - ALIF - CRES
nom_672,3,CRRE - CR Reader,Mandatory,EDIM - Diagnostic Imaging equipment,MED - E - EDIM - CRRE
nom_673,3,CRYP - Cryptococcus test,Mandatory,DDGT - Diagnostic tests,MED - D - DDGT - CRYP
nom_674,3,"CUBV - Curette, Volkman",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - CUBV
nom_675,3,CUEV - Curette for Evisceration,Mandatory,ESUO - Ophtalmic Surgical Instruments,MED - E - ESUO - CUEV
nom_676,3,CUFF - Cuff,Mandatory,EMEQ - Medical Equipment,MED - E - EMEQ - CUFF
nom_677,3,CUPB - Cupboard,Mandatory,AFUR - Furnitures,LOG - A - AFUR - CUPB
nom_678,3,CUPP - Cup,Mandatory,PCOO - Cooking,LOG - P - PCOO - CUPP
nom_679,3,CURG - Curette of Gracey,Mandatory,ESUD - Dental Surgical Instruments,MED - E - ESUD - CURG
nom_680,3,CURH - Curette of Hemingway,Mandatory,ESUD - Dental Surgical Instruments,MED - E - ESUD - CURH
nom_681,3,"CUSG - CUSHION, gel",Mandatory,EHOE - Hospital Equipment,MED - E - EHOE - CUSG
nom_682,3,CUTT - Cutter,Mandatory,PTOO - Tools,LOG - P - PTOO - CUTT
nom_683,3,CWAT - CHECKLIST for watsan kits,Mandatory,LEAF - Leaflets,LIB - L - LEAF - CWAT
nom_684,3,CYCL - Cycloserine,Mandatory,DORA - Oral Drugs,MED - D - DORA - CYCL
nom_685,3,CYFC - Cyflow counter,Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - CYFC
nom_686,3,CYFC - Cyflow counter,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - CYFC
nom_687,3,"CYLG - Cylinder, measuring, glass",Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - CYLG
nom_688,3,"CYLM - Measuring cylinder, plastic",Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - CYLM
nom_689,3,DAPS - Dapsone,Mandatory,DORA - Oral Drugs,MED - D - DORA - DAPS
nom_690,3,DARU - Darunavir,Mandatory,DORA - Oral Drugs,MED - D - DORA - DARU
nom_691,3,DATR - Temperature data recorder,Mandatory,PCOL - Cold Chain,LOG - P - PCOL - DATR
nom_692,3,DATT - Direct agglutination test,Mandatory,DDGT - Diagnostic tests,MED - D - DDGT - DATT
nom_693,3,DBOT - Drainage bottle,Mandatory,EMEQ - Medical Equipment,MED - E - EMEQ - DBOT
nom_694,3,DCDR - CD-R,Mandatory,ADAP - Data Processing,LOG - A - ADAP - DCDR
nom_695,3,DCDW - CD-RW,Mandatory,ADAP - Data Processing,LOG - A - ADAP - DCDW
nom_696,3,DDMY - Digestion / decontamination kit,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - DDMY
nom_697,3,DEAB - Death guide,Mandatory,L020 - Emergencies - Disasters - Conflicts,LIB - L - L020 - DEAB
nom_698,3,DEET - D.E.E.T.,Mandatory,DEXT - Drugs External Use,MED - D - DEXT - DEET
nom_699,3,DEFI - Defibrillator,Mandatory,EHOE - Hospital Equipment,MED - E - EHOE - DEFI
nom_700,3,DELI - Delivery,Mandatory,ETMA - Training Mannequins,MED - E - ETMA - DELI
nom_701,3,DELI - Delivery,Mandatory,ETPO - Training Posters,MED - E - ETPO - DELI
nom_702,3,"DENB - Dengue, Book",Mandatory,L003 - Viral Infectious Diseases,LIB - L - L003 - DENB
nom_703,3,DENG - Dengue rapid test,Mandatory,DDGT - Diagnostic tests,MED - D - DDGT - DENG
nom_704,3,"DENG - Dengue, Guide",Mandatory,L003 - Viral Infectious Diseases,LIB - L - L003 - DENG
nom_705,3,DEPT - Tongue Depressor,Mandatory,SMSU - Small Medical Supplies,MED - S - SMSU - DEPT
nom_706,3,"DERB - Dermatology, Book",Mandatory,L011 - Ophthalmology - Dermatology,LIB - L - L011 - DERB
nom_707,3,"DERE - Dermatome, electric",Mandatory,EHOE - Hospital Equipment,MED - E - EHOE - DERE
nom_708,3,DERH - Dermatome of Humby,Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - DERH
nom_709,3,DERW - Dermatome of Watson,Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - DERW
nom_710,3,DESK - Desk,Mandatory,AFUR - Furnitures,LOG - A - AFUR - DESK
nom_711,3,DESO - Desogestrel,Mandatory,DORA - Oral Drugs,MED - D - DORA - DESO
nom_712,3,DESS - Dessicant,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - DESS
nom_713,3,DETA - Detergent with ammoniac,Mandatory,PHYG - Hygiene,LOG - P - PHYG - DETA
nom_714,3,"DETB - Dentistry, book",Mandatory,L008 - Surgery-Anaesthesia-Dentistry-Physiotherapy-Transf,LIB - L - L008 - DETB
nom_715,3,DETD - Detergent powder,Mandatory,PHYG - Hygiene,LOG - P - PHYG - DETD
nom_716,3,"DEVB - Development, Book",Mandatory,L073 - Humanitarian Assistance - Interventions,LIB - L - L073 - DEVB
nom_717,3,DEVE - Developer X-Ray,Mandatory,SDIM - Diagnostic imaging supplies,MED - S - SDIM - DEVE
nom_718,3,DEXA - Dexamethazone,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - DEXA
nom_719,3,DEXN - Dexamethasone + neomycine,Mandatory,DEXO - Ophtalmic Drugs For External Use,MED - D - DEXO - DEXN
nom_720,3,DEXT - Dextrose,Mandatory,DINF - Infusions,MED - D - DINF - DEXT
nom_721,3,DHAP - Dihydroartemisinin / piperaquine,Mandatory,DORA - Oral Drugs,MED - D - DORA - DHAP
nom_722,3,"DIAB - Diarrhoea, Book",Mandatory,L002 - Internal Medicine,LIB - L - L002 - DIAB
nom_723,3,"DIAB - Diarrhoea, Book",Mandatory,L010 - Paediatrics,LIB - L - L010 - DIAB
nom_724,3,DIAG - Checklist laboratory diagnosis,Mandatory,ILAB - Laboratory checklists,MED - I - ILAB - DIAG
nom_725,3,DIAZ - Diazepam,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - DIAZ
nom_726,3,DIAZ - Diazepam,Mandatory,DORA - Oral Drugs,MED - D - DORA - DIAZ
nom_727,3,"DICB - Dictionary, Book",Mandatory,L077 - Languages,LIB - L - L077 - DICB
nom_728,3,"DICB - Dictionnary, Medical terms, Book",Mandatory,L001 - Medicine General Information,LIB - L - L001 - DICB
nom_729,3,"DICG - Dictionary, Guide",Mandatory,L077 - Languages,LIB - L - L077 - DICG
nom_730,3,DICL - Diclofenac,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - DICL
nom_731,3,DIDA - Didanosine,Mandatory,DORA - Oral Drugs,MED - D - DORA - DIDA
nom_732,3,DIES - Diesel,Mandatory,TVEC - Vehicles Consumables,LOG - T - TVEC - DIES
nom_733,3,DIET - Diethylcarbamazine,Mandatory,DORA - Oral Drugs,MED - D - DORA - DIET
nom_734,3,DIGB - Digging bar,Mandatory,PTOO - Tools,LOG - P - PTOO - DIGB
nom_735,3,DIGO - Digoxine,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - DIGO
nom_736,3,DIGO - Digoxine,Mandatory,DORA - Oral Drugs,MED - D - DORA - DIGO
nom_737,3,"DILL - Dilatator, Laborde, Tracheal",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - DILL
nom_738,3,DIMD - Diagnostic Imaging Digital Media,Mandatory,L012 - Radiology - Medical Imaging,LIB - L - L012 - DIMD
nom_739,3,DINO - Dinoprostone,Mandatory,DEXT - Drugs External Use,MED - D - DEXT - DINO
nom_740,3,"DIPG - Diphteria, Guide",Mandatory,L004 - Bacterial Infectious Diseases,LIB - L - L004 - DIPG
nom_741,3,DIPM - Dipmeter,Mandatory,CWAT - Water And Sanitation,LOG - C - CWAT - DIPM
nom_742,3,DIRE - Director,Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - DIRE
nom_743,3,DIRE - Directory,Mandatory,ASTA - Stationery,LOG - A - ASTA - DIRE
nom_744,3,"DISO - Dissector, Olivercrona",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - DISO
nom_745,3,DIST - Distiller,Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - DIST
nom_746,3,"DIUH - Dilator, Uterine, Hegar",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - DIUH
nom_747,3,DIVI - Divider,Mandatory,ASTA - Stationery,LOG - A - ASTA - DIVI
nom_748,3,DIVR - Diving rod,Mandatory,CWAT - Water And Sanitation,LOG - C - CWAT - DIVR
nom_749,3,DMAT - Door mat,Mandatory,PHYG - Hygiene,LOG - P - PHYG - DMAT
nom_750,3,DMSO - Dimethyl sulfoxide,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - DMSO
nom_751,3,DOLL - Doll,Mandatory,EPSY - Equipment for psychological support,MED - E - EPSY - DOLL
nom_752,3,DOOF - Door frame,Mandatory,CBUI - Building,LOG - C - CBUI - DOOF
nom_753,3,DOOR - Door,Mandatory,CBUI - Building,LOG - C - CBUI - DOOR
nom_754,3,DOPA - Dopamine,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - DOPA
nom_755,3,DOSP - Dosing pump,Mandatory,CWAT - Water And Sanitation,LOG - C - CWAT - DOSP
nom_756,3,DOXY - Doxycycline,Mandatory,DORA - Oral Drugs,MED - D - DORA - DOXY
nom_757,3,DRAD - Drain Of Delbet,Mandatory,"SCTD - Catheters, Tubes And Drains",MED - S - SCTD - DRAD
nom_758,3,DRAK - Drain plug spanner,Mandatory,PTOO - Tools,LOG - P - PTOO - DRAK
nom_759,3,DRAP - Drain Of Penrose,Mandatory,"SCTD - Catheters, Tubes And Drains",MED - S - SCTD - DRAP
nom_760,3,DRAS - Champ chirurgical,Mandatory,ELIN - Linen And Protective Clothing,MED - E - ELIN - DRAS
nom_761,3,DRAT - Thoracic Drainage,Mandatory,"SCTD - Catheters, Tubes And Drains",MED - S - SCTD - DRAT
nom_762,3,DRAW - DRAWSHEET,Mandatory,ELIN - Linen And Protective Clothing,MED - E - ELIN - DRAW
nom_763,3,DRIB - Drill bit,Mandatory,PTOO - Tools,LOG - P - PTOO - DRIB
nom_764,3,"DRIH - Drill, Hudson",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - DRIH
nom_765,3,DRIL - Drill,Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - DRIL
nom_766,3,DRIL - Drill,Mandatory,PTOO - Tools,LOG - P - PTOO - DRIL
nom_767,3,DRIV - CORDLESS DRIVER,Mandatory,STRY - Stryker,MED - S - STRY - DRIV
nom_768,3,DRSS - Surgical drape single use,Mandatory,ELIN - Linen And Protective Clothing,MED - E - ELIN - DRSS
nom_769,3,DRTT - Drain + Thoracic Trocard,Mandatory,"SCTD - Catheters, Tubes And Drains",MED - S - SCTD - DRTT
nom_770,3,"DRTV - Drain + Thoracic Trocard, Valve",Mandatory,"SCTD - Catheters, Tubes And Drains",MED - S - SCTD - DRTV
nom_771,3,"DRUB - Drugs for AIDS and STD, Book",Mandatory,L007 - Std - Aids,LIB - L - L007 - DRUB
nom_772,3,"DRUB - Drugs, Book",Mandatory,L014 - Pharmacology,LIB - L - L014 - DRUB
nom_773,3,"DRUB - Drugs, Book",Mandatory,L026 - Drugs Management,LIB - L - L026 - DRUB
nom_774,3,"DRUD - Drugs, DVD",Mandatory,L014 - Pharmacology,LIB - L - L014 - DRUD
nom_775,3,"DRUG - Drugs, Guide",Mandatory,L007 - Std - Aids,LIB - L - L007 - DRUG
nom_776,3,"DRUG - Drugs, Guide",Mandatory,L014 - Pharmacology,LIB - L - L014 - DRUG
nom_777,3,"DRUG - Drugs, Guide",Mandatory,L026 - Drugs Management,LIB - L - L026 - DRUG
nom_778,3,DRYE - Tumble-dryer,Mandatory,PHYG - Hygiene,LOG - P - PHYG - DRYE
nom_779,3,DRYM - Dehydrated meal,Mandatory,AFOO - Food For Msf Staff,LOG - A - AFOO - DRYM
nom_780,3,DUCK - Duck,Mandatory,AFOO - Food For Msf Staff,LOG - A - AFOO - DUCK
nom_781,3,DUPL - Duplicator,Mandatory,AOFF - Office Equipment,LOG - A - AOFF - DUPL
nom_782,3,DUST - Duster,Mandatory,CWAT - Water And Sanitation,LOG - C - CWAT - DUST
nom_783,3,"DVDR - DVD, recordable",Mandatory,ADAP - Data Processing,LOG - A - ADAP - DVDR
nom_784,3,DYNA - Dynabeads agitator,Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - DYNA
nom_785,3,DYNB - Dynabeads,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - DYNB
nom_786,3,DYNM - Dynabeads magnet,Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - DYNM
nom_787,3,ECGR - E.C.G.,Mandatory,EHOE - Hospital Equipment,MED - E - EHOE - ECGR
nom_788,3,ECOG - Ecology Guide,Mandatory,L040 - Logistics,LIB - L - L040 - ECOG
nom_789,3,EFAV - Efavirenz,Mandatory,DORA - Oral Drugs,MED - D - DORA - EFAV
nom_790,3,EFLO - Eflornithine,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - EFLO
nom_791,3,EFPU - Enteral feeding pump,Mandatory,EHOE - Hospital Equipment,MED - E - EHOE - EFPU
nom_792,3,ELEV - Elevator,Mandatory,ESUD - Dental Surgical Instruments,MED - E - ESUD - ELEV
nom_793,3,ELSU - Electro Surgical Unit,Mandatory,EHOE - Hospital Equipment,MED - E - EHOE - ELSU
nom_794,3,"EMEB - Emergency, Book",Mandatory,L020 - Emergencies - Disasters - Conflicts,LIB - L - L020 - EMEB
nom_795,3,EMED - Emergencies CDRom,Mandatory,L020 - Emergencies - Disasters - Conflicts,LIB - L - L020 - EMED
nom_796,3,"EMEG - Emergency, Guide",Mandatory,L020 - Emergencies - Disasters - Conflicts,LIB - L - L020 - EMEG
nom_797,3,"EMER - KIT, EMERGENCY LIBRARY",Mandatory,"KLIB - KIT, LIBRARY",LIB - K - KLIB - EMER
nom_798,3,ENAL - Enalapril,Mandatory,DORA - Oral Drugs,MED - D - DORA - ENAL
nom_799,3,ENEB - Energy book,Mandatory,L048 - Energy,LIB - L - L048 - ENEB
nom_800,3,ENEG - Energy guide,Mandatory,L048 - Energy,LIB - L - L048 - ENEG
nom_801,3,"ENGB - Engineering, Book",Mandatory,L018 - Water & Sanitation,LIB - L - L018 - ENGB
nom_802,3,"ENGB - Engineering, Book",Mandatory,L040 - Logistics,LIB - L - L040 - ENGB
nom_803,3,ENGD - Diesel engine,Mandatory,TBOA - Boats,LOG - T - TBOA - ENGD
nom_804,3,ENGI - Outboard engine,Mandatory,TBOA - Boats,LOG - T - TBOA - ENGI
nom_805,3,ENVE - Envelope,Mandatory,ASTA - Stationery,LOG - A - ASTA - ENVE
nom_806,3,EPHE - Ephedrine,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - EPHE
nom_807,3,"EPIB - EPI, Book",Mandatory,L044 - Data Processing,LIB - L - L044 - EPIB
nom_808,3,"EPIB - Epidemiology, Book",Mandatory,L024 - Epidemiology - Statistics,LIB - L - L024 - EPIB
nom_809,3,"EPID - EPI, CD Rom",Mandatory,L044 - Data Processing,LIB - L - L044 - EPID
nom_810,3,EPIN - Epinephrine,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - EPIN
nom_811,3,ERAS - Eraser / correction fluid,Mandatory,ASTA - Stationery,LOG - A - ASTA - ERAS
nom_812,3,ERYT - Erythromycin,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - ERYT
nom_813,3,ERYT - Erythromycine,Mandatory,DORA - Oral Drugs,MED - D - DORA - ERYT
nom_814,3,ETHA - Ethambutol,Mandatory,DORA - Oral Drugs,MED - D - DORA - ETHA
nom_815,3,ETHA - Ethylic Alcool,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - ETHA
nom_816,3,ETHB - ETHAMBUTOL,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - ETHB
nom_817,3,ETHL - Ethinylestradiol / Levonorgestrel,Mandatory,DORA - Oral Drugs,MED - D - DORA - ETHL
nom_818,3,ETHN - Ethionamide,Mandatory,DORA - Oral Drugs,MED - D - DORA - ETHN
nom_819,3,ETON - Etonogestrel,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - ETON
nom_820,3,ETRA - Etravirine,Mandatory,DORA - Oral Drugs,MED - D - DORA - ETRA
nom_821,3,EUKI - Eukitt,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - EUKI
nom_822,3,"EVAB - Evaluation, Book",Mandatory,L019 - Refugees - Displaced,LIB - L - L019 - EVAB
nom_823,3,"EVAG - Evaluation, Guide",Mandatory,L019 - Refugees - Displaced,LIB - L - L019 - EVAG
nom_824,3,"EXCB - EXCEL, Book",Mandatory,L044 - Data Processing,LIB - L - L044 - EXCB
nom_825,3,EXCG - Excel Guide,Mandatory,L044 - Data Processing,LIB - L - L044 - EXCG
nom_826,3,"EXMU - Extractor, mucus",Mandatory,"SCTD - Catheters, Tubes And Drains",MED - S - SCTD - EXMU
nom_827,3,EXTP - Extractor,Mandatory,PTOO - Tools,LOG - P - PTOO - EXTP
nom_828,3,EXTS - Extension tubing + Stopcock,Mandatory,SINS - Injection Supplies,MED - S - SINS - EXTS
nom_829,3,EYEC - Cable eye,Mandatory,PHDW - Hardware,LOG - P - PHDW - EYEC
nom_830,3,EYEL - Eyelets,Mandatory,CSHE - Shelters,LOG - C - CSHE - EYEL
nom_831,3,EYEW - EYE WASH BOTTLE,Mandatory,EMEQ - Medical Equipment,MED - E - EMEQ - EYEW
nom_832,3,FACE - Face shield,Mandatory,PSAF - Safety And Protective Equipment,LOG - P - PSAF - FACE
nom_833,3,FACS - FACScount,Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - FACS
nom_834,3,FACS - FACScount,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - FACS
nom_835,3,FAIB - First aid book,Mandatory,L002 - Internal Medicine,LIB - L - L002 - FAIB
nom_836,3,FAIB - First aid book,Mandatory,L020 - Emergencies - Disasters - Conflicts,LIB - L - L020 - FAIB
nom_837,3,FALA - Fall arrester,Mandatory,PSAF - Safety And Protective Equipment,LOG - P - PSAF - FALA
nom_838,3,FANC - Ceiling fan,Mandatory,PELE - Electricity,LOG - P - PELE - FANC
nom_839,3,FANS - Standing fan,Mandatory,PELE - Electricity,LOG - P - PELE - FANS
nom_840,3,FAPB - Family planning book,Mandatory,L009 - Gynaecology - Obstetrics,LIB - L - L009 - FAPB
nom_841,3,FAPL - Family planning,Mandatory,ETMA - Training Mannequins,MED - E - ETMA - FAPL
nom_842,3,"FDEN - Freight, delivery note",Mandatory,ALST - Logistic Stationery,LOG - A - ALST - FDEN
nom_843,3,FENT - Fentanyl,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - FENT
nom_844,3,FERF - Ferrous Sulfate / Folic Acid,Mandatory,DORA - Oral Drugs,MED - D - DORA - FERF
nom_845,3,FERS - Ferrous Sulfate,Mandatory,DORA - Oral Drugs,MED - D - DORA - FERS
nom_846,3,"FFGC - Freight, free gift certificate",Mandatory,ALST - Logistic Stationery,LOG - A - ALST - FFGC
nom_847,3,"FHCC - Forceps, haemostatic, Coller-Crile",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - FHCC
nom_848,3,FHDD - Foetal Heart Detector,Mandatory,EHOE - Hospital Equipment,MED - E - EHOE - FHDD
nom_849,3,"FHHA - Forceps, haemostatic, Halsted",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - FHHA
nom_850,3,"FHRO - Forceps, haemostatic, R-Ochsner",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - FHRO
nom_851,3,"FHRP - Forceps, haemostatic, R-Pean",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - FHRP
nom_852,3,FIES - Field stain,Mandatory,SLAS - Laboratory Reagents,MED - S - SLAS - FIES
nom_853,3,FILA - Air filter,Mandatory,PX-- - Spare parts,LOG - P - PX-- - FILA
nom_854,3,"FILB - Filarial infections, Book",Mandatory,L013 - Laboratory,LIB - L - L013 - FILB
nom_855,3,"FILB - Filariosis, Book",Mandatory,L006 - Parasitic Infectious Diseases,LIB - L - L006 - FILB
nom_856,3,"FILB - File, bone",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - FILB
nom_857,3,FILE - File,Mandatory,PTOO - Tools,LOG - P - PTOO - FILE
nom_858,3,FILE - File,Mandatory,SMSU - Small Medical Supplies,MED - S - SMSU - FILE
nom_859,3,FILF - Fuel filter,Mandatory,PX-- - Spare parts,LOG - P - PX-- - FILF
nom_860,3,FILM - Film,Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - FILM
nom_861,3,FILM - Film,Mandatory,PPAC - Packing And Handling,LOG - P - PPAC - FILM
nom_862,3,"FILM - FILM, x-ray",Mandatory,SDIM - Diagnostic imaging supplies,MED - S - SDIM - FILM
nom_863,3,FILS - Filter for syringe,Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - FILS
nom_864,3,FILS - Filter straw,Mandatory,SINS - Injection Supplies,MED - S - SINS - FILS
nom_865,3,FILT - Filter for HONDA engine,Mandatory,PXHO - Spare Parts Honda,LOG - P - PXHO - FILT
nom_866,3,FILT - Filter for LISTER engine,Mandatory,PXLI - Spare Parts Lister,LOG - P - PXLI - FILT
nom_867,3,FILT - Filter for LOMBARDINI engine,Mandatory,PXLO - Spare Parts Lombardini,LOG - P - PXLO - FILT
nom_868,3,FILT - Filter for PEUGEOT,Mandatory,TXPE - Spare Parts Peugeot,LOG - T - TXPE - FILT
nom_869,3,FILT - Filter for ROBIN engine,Mandatory,PXRO - Spare Parts Robin,LOG - P - PXRO - FILT
nom_870,3,FILT - Filter for TOYOTA,Mandatory,TXTO - Spare Parts Toyota,LOG - T - TXTO - FILT
nom_871,3,FILT - Filter for YANMAR engine,Mandatory,PXYN - Spare Parts Yanmar,LOG - P - PXYN - FILT
nom_872,3,FILT - Spare parts for filter HAYWARD,Mandatory,CXHA - Spare Parts Hayward,LOG - C - CXHA - FILT
nom_873,3,FILT - Water filter,Mandatory,CWAT - Water And Sanitation,LOG - C - CWAT - FILT
nom_874,3,"FINB - Finances, Book",Mandatory,L025 - Health Services Management,LIB - L - L025 - FINB
nom_875,3,"FIND - CD Rom, Financial management",Mandatory,L050 - Administration - Finances,LIB - L - L050 - FIND
nom_876,3,"FING - Finances, Guide",Mandatory,L050 - Administration - Finances,LIB - L - L050 - FING
nom_877,3,FIRB - Fire blanket,Mandatory,PSAF - Safety And Protective Equipment,LOG - P - PSAF - FIRB
nom_878,3,FIRE - Fire extinguisher,Mandatory,PSAF - Safety And Protective Equipment,LOG - P - PSAF - FIRE
nom_879,3,FIRO - Firewall / router,Mandatory,ADAP - Data Processing,LOG - A - ADAP - FIRO
nom_880,3,FISH - Fish,Mandatory,AFOO - Food For Msf Staff,LOG - A - AFOO - FISH
nom_881,3,FIXA - Antenna fixing device,Mandatory,TVEM - Vehicles Modifications,LOG - T - TVEM - FIXA
nom_882,3,FIXA - Fixer x-ray,Mandatory,SDIM - Diagnostic imaging supplies,MED - S - SDIM - FIXA
nom_883,3,FIXS - Fixing device,Mandatory,TVEM - Vehicles Modifications,LOG - T - TVEM - FIXS
nom_884,3,FIXT - Tuner fixing device,Mandatory,TVEM - Vehicles Modifications,LOG - T - TVEM - FIXT
nom_885,3,FLAG - Flag,Mandatory,PIDE - Identification,LOG - P - PIDE - FLAG
nom_886,3,FLBU - Flask bulb,Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - FLBU
nom_887,3,"FLEN - Flask erlenmeyer, narrow",Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - FLEN
nom_888,3,"FLES - Flask erlenmeyer, screw",Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - FLES
nom_889,3,FLIP - Flip chart,Mandatory,ASTA - Stationery,LOG - A - ASTA - FLIP
nom_890,3,FLOA - Float,Mandatory,CWAT - Water And Sanitation,LOG - C - CWAT - FLOA
nom_891,3,FLOP - Floor paint,Mandatory,PPAI - Paint,LOG - P - PPAI - FLOP
nom_892,3,"FLTB - Fluorescent tube, big",Mandatory,PLIG - Lighting,LOG - P - PLIG - FLTB
nom_893,3,"FLTM - Fluorescent tube, mini",Mandatory,PLIG - Lighting,LOG - P - PLIG - FLTM
nom_894,3,FLUC - Fluconazole,Mandatory,DINJ - Injectable Drugs,MED - D - DINJ - FLUC
nom_895,3,FLUC - Fluconazole,Mandatory,DORA - Oral Drugs,MED - D - DORA - FLUC
nom_896,3,FLUI - Fluid,Mandatory,TVEC - Vehicles Consumables,LOG - T - TVEC - FLUI
nom_897,3,FLUO - Fluorescein,Mandatory,DEXO - Ophtalmic Drugs For External Use,MED - D - DEXO - FLUO
nom_898,3,FLUO - Fluoreslens,Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - FLUO
nom_899,3,FLUX - Fluoxetine,Mandatory,DORA - Oral Drugs,MED - D - DORA - FLUX
nom_900,3,FLUY - Flucytosine,Mandatory,DORA - Oral Drugs,MED - D - DORA - FLUY
nom_901,3,FLYC - Fly catcher,Mandatory,CWAT - Water And Sanitation,LOG - C - CWAT - FLYC
nom_902,3,"FMUB - Female genital mutilation, Book",Mandatory,L009 - Gynaecology - Obstetrics,LIB - L - L009 - FMUB
nom_903,3,FMUG - Female mutilation guide,Mandatory,L009 - Gynaecology - Obstetrics,LIB - L - L009 - FMUG
nom_904,3,"FOAB - Forceps, haemostatic, Bengolea",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - FOAB
nom_905,3,"FOAC - Forceps, haemostatic, Chaput",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - FOAC
nom_906,3,"FOAE - Forceps, Haemostatic, Kelly",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - FOAE
nom_907,3,"FOAH - Forceps, haemostatic, Halsted",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - FOAH
nom_908,3,"FOAK - Forceps, haemostatic, Kocher",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - FOAK
nom_909,3,"FOAM - Forceps, haemostatic, Mixter",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - FOAM
nom_910,3,"FOAP - Forceps, haemostatic, Pean",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - FOAP
nom_911,3,"FOAR - Foetus, articulated",Mandatory,ETMA - Training Mannequins,MED - E - ETMA - FOAR
nom_912,3,"FOBH - Forceps, bone holding",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - FOBH
nom_913,3,"FOBL - Forceps, Bone Cutting, Liston",Mandatory,ESUR - Surgical Instruments,MED - E - ESUR - FOBL
nom_914,3,FOBR - Forceps Of Brucelle,Mandatory,ELAE - Laboratory Equipment,MED - E - ELAE - FOBR
